id,label
0,0
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,0
26,0
27,0
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,1
39,0
40,0
41,1
42,0
43,0
44,1
45,1
46,0
47,0
48,0
49,1
50,1
51,0
52,1
53,1
54,0
55,1
56,1
57,1
58,1
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,0
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,1
94,0
95,1
96,0
97,0
98,0
99,0
100,0
101,1
102,0
103,0
104,1
105,1
106,0
107,0
108,1
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,1
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,1
140,1
141,0
142,1
143,0
144,0
145,1
146,0
147,0
148,1
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,1
165,0
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,0
179,1
180,0
181,0
182,0
183,1
184,0
185,0
186,0
187,1
188,1
189,0
190,0
191,0
192,1
193,1
194,1
195,0
196,1
197,1
198,1
199,0
200,0
201,0
202,1
203,0
204,0
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,0
220,0
221,1
222,1
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,1
252,1
253,1
254,0
255,0
256,0
257,0
258,0
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,0
267,1
268,1
269,0
270,0
271,1
272,1
273,0
274,0
275,1
276,0
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,1
302,1
303,0
304,0
305,0
306,0
307,0
308,0
309,1
310,0
311,1
312,1
313,1
314,0
315,0
316,0
317,1
318,1
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,1
328,0
329,1
330,0
331,0
332,1
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,0
343,0
344,0
345,1
346,1
347,0
348,0
349,1
350,1
351,1
352,0
353,0
354,0
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,1
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,1
373,1
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,1
397,1
398,1
399,0
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,0
408,1
409,0
410,0
411,1
412,0
413,0
414,1
415,0
416,0
417,1
418,1
419,0
420,0
421,1
422,1
423,0
424,0
425,0
426,0
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,1
437,1
438,0
439,1
440,1
441,0
442,0
443,0
444,1
445,1
446,1
447,1
448,0
449,0
450,0
451,0
452,0
453,1
454,1
455,1
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,1
464,0
465,0
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,0
474,0
475,0
476,1
477,1
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,0
494,1
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,1
513,0
514,0
515,0
516,1
517,0
518,0
519,1
520,1
521,0
522,1
523,0
524,1
525,0
526,0
527,0
528,0
529,0
530,0
531,1
532,1
