id,answer
1,3
2,3
3,3
4,2
5,1
6,3
7,1
8,0
9,0
10,1
11,0
12,2
13,0
14,1
15,2
16,1
17,0
18,3
19,1
20,3
21,0
22,2
23,0
24,3
25,2
26,0
27,1
28,3
29,1
30,2
31,2
32,2
33,3
34,0
35,0
36,1
37,3
38,2
39,2
40,0
41,3
42,1
43,1
44,1
45,1
46,3
47,0
48,0
49,2
50,0
51,1
52,0
53,0
54,3
55,3
56,0
57,2
58,3
59,3
60,0
61,1
62,1
63,0
64,3
65,2
66,2
67,1
68,0
69,1
70,1
71,1
72,2
73,2
74,2
75,1
76,3
77,0
78,3
79,0
80,2
81,2
82,3
83,2
84,0
85,1
86,1
87,0
88,0
89,1
90,2
91,3
92,2
93,0
94,3
95,0
96,1
97,1
98,0
99,2
100,1
101,0
102,2
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,3
112,3
113,1
114,3
115,2
116,3
117,0
118,0
119,0
120,2
121,1
122,1
123,3
124,2
125,1
126,0
127,3
128,3
129,1
130,3
131,2
132,2
133,2
134,0
135,0
136,0
137,3
138,1
139,2
140,1
141,2
142,1
143,2
144,0
145,2
146,2
147,1
148,3
149,2
150,0
151,2
152,2
153,0
154,3
155,1
156,3
157,1
158,2
159,0
160,2
161,3
162,2
163,1
164,3
165,3
166,3
167,1
168,2
169,2
170,3
171,2
172,0
173,1
174,3
175,2
176,2
177,1
178,1
179,1
180,2
181,0
182,1
183,1
184,3
185,0
186,0
187,2
188,2
189,1
190,3
191,1
192,3
193,2
194,0
195,1
196,1
197,0
198,3
199,2
200,0
201,0
202,0
203,1
204,1
205,1
206,1
207,0
208,2
209,2
210,2
211,3
212,2
213,2
214,1
215,2
216,2
217,1
218,2
219,1
220,0
221,3
222,0
223,2
224,1
225,2
226,3
227,3
228,2
229,3
230,0
231,3
232,0
233,0
234,1
235,3
236,0
237,1
238,2
239,0
240,1
241,1
242,0
243,1
244,1
245,3
246,0
247,0
248,2
249,1
250,0
251,1
252,2
253,1
254,2
255,3
256,1
257,0
258,3
259,0
260,3
261,2
262,0
263,0
264,0
265,0
266,0
267,0
268,2
269,1
270,3
271,0
272,1
273,0
274,3
275,3
276,3
277,3
278,0
279,2
280,3
281,0
282,0
283,1
284,3
285,1
286,3
287,0
288,0
289,3
290,2
291,0
292,0
293,2
294,0
295,0
296,0
297,2
298,1
299,0
300,3
301,0
302,1
303,1
304,3
305,2
306,1
307,3
308,2
309,2
310,3
311,2
312,3
313,0
314,3
315,1
316,2
317,2
318,1
319,3
320,3
321,2
322,0
323,2
324,1
325,1
326,3
327,3
328,2
329,2
330,0
331,3
332,3
333,0
334,2
335,0
336,3
337,3
338,2
339,3
340,3
341,0
342,1
343,0
344,2
345,1
346,0
347,1
348,2
349,2
350,1
351,3
352,0
353,3
354,2
355,0
356,3
357,2
358,1
359,2
360,2
361,1
362,1
363,3
364,2
365,2
366,2
367,1
368,2
369,1
370,2
371,2
372,2
373,1
374,2
375,0
376,0
377,1
378,0
379,2
380,1
381,1
382,3
383,0
384,1
385,3
386,2
387,2
388,0
389,1
390,3
391,3
392,2
393,1
394,2
395,3
396,1
397,1
398,0
399,1
400,1
401,2
402,1
403,0
404,1
405,3
406,3
407,2
408,0
409,3
410,2
411,1
412,3
413,1
414,3
415,1
416,0
417,0
418,3
419,2
420,3
421,2
422,3
423,3
424,2
425,3
426,0
427,3
428,3
429,2
430,0
431,2
432,3
433,3
434,0
435,1
436,1
437,1
438,1
439,3
440,3
441,0
442,1
443,1
444,3
445,2
446,1
447,3
448,3
449,0
450,3
451,1
452,1
453,0
454,3
455,2
456,1
457,2
458,0
459,2
460,0
461,1
462,0
463,1
464,0
465,1
466,0
467,3
468,0
469,3
470,0
471,0
472,1
473,2
474,1
475,1
476,2
477,1
478,2
479,1
480,3
481,3
482,3
483,0
484,2
485,1
486,3
487,1
488,2
489,0
490,3
491,2
492,2
493,3
494,3
495,3
496,1
497,3
498,3
499,1
500,2
501,0
502,1
503,2
504,3
505,3
506,1
507,0
508,2
509,1
510,0
511,1
512,3
513,0
514,3
515,3
516,0
517,2
518,2
519,2
520,2
521,2
522,1
523,0
524,3
525,2
526,0
527,3
528,2
529,1
530,0
531,3
532,0
533,2
534,1
535,3
536,2
537,2
538,0
539,2
540,3
541,3
542,1
543,2
544,0
545,3
546,0
547,1
548,0
549,2
550,3
551,0
552,1
553,0
554,1
555,3
556,3
557,1
558,0
559,0
560,1
561,0
562,3
563,1
564,1
565,2
566,2
567,1
568,0
569,3
570,0
571,2
572,0
573,2
574,3
575,0
576,1
577,1
578,3
579,1
580,3
581,1
582,0
583,2
584,0
585,0
586,1
587,2
588,3
589,0
590,0
591,3
592,1
593,0
594,2
595,1
596,3
597,2
598,1
599,2
600,0
601,2
602,2
603,1
604,1
605,3
606,2
607,3
608,1
609,0
610,0
611,0
612,2
613,2
614,0
615,1
