id,answer
1,1
2,2
3,2
4,2
5,1
6,3
7,2
8,2
9,2
10,1
11,0
12,2
13,0
14,1
15,2
16,1
17,2
18,2
19,1
20,0
21,0
22,1
23,0
24,3
25,0
26,2
27,1
28,3
29,1
30,2
31,2
32,1
33,2
34,0
35,0
36,1
37,3
38,2
39,2
40,1
41,3
42,1
43,1
44,3
45,1
46,3
47,0
48,0
49,2
50,3
51,0
52,0
53,0
54,3
55,3
56,0
57,3
58,3
59,3
60,0
61,0
62,1
63,2
64,3
65,2
66,2
67,0
68,0
69,3
70,0
71,1
72,3
73,2
74,2
75,1
76,3
77,0
78,2
79,0
80,2
81,0
82,3
83,3
84,0
85,1
86,1
87,0
88,0
89,1
90,2
91,3
92,1
93,3
94,3
95,0
96,3
97,1
98,0
99,2
100,1
101,0
102,1
103,1
104,1
105,1
106,2
107,1
108,0
109,1
110,1
111,3
112,3
113,1
114,3
115,2
116,3
117,0
118,3
119,0
120,2
121,1
122,1
123,3
124,0
125,3
126,0
127,3
128,3
129,1
130,3
131,0
132,2
133,2
134,2
135,3
136,3
137,3
138,1
139,2
140,1
141,3
142,1
143,2
144,1
145,3
146,3
147,0
148,1
149,3
150,0
151,3
152,3
153,0
154,3
155,1
156,2
157,3
158,2
159,0
160,2
161,0
162,2
163,1
164,3
165,2
166,3
167,3
168,2
169,2
170,2
171,2
172,0
173,1
174,3
175,2
176,2
177,1
178,0
179,0
180,2
181,0
182,0
183,0
184,2
185,2
186,0
187,2
188,2
189,1
190,2
191,0
192,2
193,2
194,0
195,3
196,1
197,3
198,3
199,2
200,0
201,0
202,0
203,1
204,3
205,1
206,1
207,0
208,1
209,2
210,2
211,0
212,2
213,2
214,1
215,2
216,3
217,0
218,2
219,1
220,0
221,1
222,0
223,2
224,1
225,2
226,3
227,2
228,2
229,3
230,0
231,3
232,2
233,0
234,1
235,3
236,0
237,0
238,2
239,3
240,3
241,1
242,0
243,1
244,1
245,2
246,0
247,0
248,2
249,1
250,0
251,1
252,2
253,1
254,0
255,3
256,0
257,0
258,3
259,1
260,3
261,2
262,2
263,2
264,0
265,1
266,0
267,0
268,3
269,1
270,3
271,3
272,1
273,0
274,3
275,3
276,3
277,1
278,0
279,0
280,3
281,3
282,0
283,1
284,3
285,0
286,3
287,0
288,0
289,3
290,2
291,0
292,0
293,2
294,0
295,0
296,0
297,0
298,1
299,1
300,3
301,0
302,1
303,3
304,1
305,3
306,1
307,3
308,2
309,2
310,0
311,2
312,3
313,1
314,3
315,3
316,1
317,1
318,0
319,3
320,3
321,2
322,0
323,2
324,1
325,1
326,1
327,3
328,2
329,2
330,1
331,3
332,2
333,0
334,1
335,0
336,3
337,0
338,1
339,3
340,3
341,0
342,1
343,0
344,3
345,2
346,0
347,3
348,2
349,0
350,0
351,3
352,0
353,3
354,2
355,2
356,1
357,0
358,2
359,3
360,1
361,2
362,0
363,3
364,1
365,2
366,2
367,1
368,3
369,1
370,2
371,2
372,2
373,1
374,0
375,0
376,0
377,1
378,2
379,1
380,2
381,1
382,3
383,2
384,1
385,3
386,2
387,2
388,1
389,2
390,3
391,3
392,2
393,1
394,3
395,1
396,1
397,1
398,0
399,1
400,3
401,3
402,1
403,3
404,3
405,2
406,3
407,2
408,2
409,3
410,2
411,3
412,3
413,1
414,3
415,2
416,0
417,1
418,1
419,2
420,2
421,2
422,3
423,3
424,2
425,3
426,0
427,3
428,3
429,2
430,0
431,2
432,0
433,3
434,0
435,3
436,1
437,1
438,1
439,3
440,0
441,0
442,2
443,0
444,1
445,2
446,3
447,3
448,2
449,0
450,3
451,1
452,1
453,0
454,3
455,2
456,3
457,1
458,0
459,3
460,0
461,1
462,0
463,1
464,0
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,1
474,1
475,1
476,2
477,1
478,2
479,3
480,1
481,3
482,1
483,0
484,1
485,1
486,3
487,1
488,2
489,0
490,3
491,2
492,0
493,3
494,3
495,1
496,3
497,3
498,3
499,3
500,1
501,0
502,1
503,1
504,3
505,3
506,3
507,2
508,0
509,1
510,1
511,1
512,3
513,0
514,3
515,3
516,2
517,2
518,2
519,1
520,2
521,3
522,1
523,1
524,3
525,2
526,0
527,3
528,2
529,1
530,0
531,1
532,0
533,2
534,1
535,2
536,1
537,2
538,2
539,1
540,3
541,1
542,0
543,3
544,1
545,3
546,0
547,3
548,3
549,2
550,3
551,3
552,0
553,1
554,1
555,3
556,0
557,1
558,0
559,0
560,1
561,3
562,2
563,1
564,3
565,2
