id,answer
1,1
2,3
3,3
4,1
5,1
6,3
7,2
8,2
9,0
10,1
11,0
12,2
13,3
14,1
15,2
16,3
17,0
18,2
19,1
20,2
21,1
22,1
23,0
24,2
25,2
26,0
27,1
28,3
29,1
30,2
31,3
32,0
33,2
34,0
35,3
36,1
37,3
38,2
39,2
40,1
41,3
42,1
43,1
44,0
45,1
46,3
47,3
48,0
49,3
50,1
51,1
52,0
53,0
54,3
55,3
56,0
57,3
58,3
59,3
60,0
61,0
62,1
63,3
64,3
65,2
66,3
67,1
68,1
69,3
70,3
71,1
72,2
73,3
74,2
75,3
76,3
77,0
78,0
79,0
80,1
81,0
82,1
83,3
84,0
85,1
86,1
87,0
88,1
89,2
90,2
91,3
92,3
93,3
94,3
95,2
96,2
97,1
98,0
99,2
100,1
101,2
102,3
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,3
112,3
113,0
114,3
115,2
116,3
117,3
118,3
119,0
120,2
121,1
122,1
123,3
124,2
125,3
126,0
127,1
128,3
129,1
130,3
131,2
132,2
133,2
134,0
135,3
136,0
137,2
138,1
139,2
140,1
141,2
142,1
143,2
144,0
145,3
146,0
147,1
148,2
149,3
150,0
151,3
152,2
153,3
154,3
155,1
156,3
157,1
158,2
159,0
160,2
161,0
162,2
163,1
164,3
165,2
166,3
167,3
168,2
169,0
170,3
171,1
172,0
173,1
174,3
175,2
176,2
177,1
178,0
179,0
180,2
181,0
182,0
183,0
184,3
185,2
186,0
187,2
188,2
189,1
190,3
191,1
192,2
193,2
194,0
195,1
196,1
197,3
198,3
199,2
200,0
201,0
202,0
203,2
204,2
205,2
206,2
207,0
208,1
209,1
210,0
211,0
212,2
213,2
214,0
215,2
216,1
217,2
218,2
219,1
220,0
221,3
222,0
223,2
224,1
225,2
226,3
227,3
228,2
229,3
230,0
231,2
232,1
233,0
234,1
235,3
236,0
237,0
238,1
239,1
240,3
241,1
242,0
243,1
244,1
245,3
246,0
247,0
248,1
249,1
250,0
251,1
252,2
253,1
254,0
255,1
256,3
257,0
258,3
259,0
260,0
261,1
262,2
263,3
264,3
265,1
266,0
267,3
268,0
269,1
270,1
271,0
272,1
273,3
274,3
275,3
276,3
277,1
278,0
279,0
280,3
281,3
282,0
283,1
284,3
285,1
286,3
